transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T03721,16-03-2025,C027,M,Here Footwear,Fashion,Footwear,North,2,337.63,169.03,0.05,641.497,338.06,303.437
T03692,15-01-2025,C157,M,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0,337.63,169.03,168.6
T03675,22-11-2024,C036,M,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0,337.63,169.03,168.6
T03649,18-02-2024,C041,F,Here Footwear,Fashion,Footwear,South,2,337.63,169.03,0.1,607.734,338.06,269.674
T03559,13-05-2024,C036,M,Here Footwear,Fashion,Footwear,North,3,337.63,169.03,0.1,911.601,507.09,404.511
T03438,20-01-2025,C194,M,Here Footwear,Fashion,Footwear,East,5,337.63,169.03,0.15,1434.9275,845.15,589.7775
T03395,23-01-2025,C196,F,Here Footwear,Fashion,Footwear,West,2,337.63,169.03,0.1,607.734,338.06,269.674
T03223,13-07-2025,C198,M,Here Footwear,Fashion,Footwear,South,4,337.63,169.03,0.1,1215.468,676.12,539.348
T03218,27-03-2025,C185,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0,1350.52,676.12,674.4
T03205,07-10-2023,C119,M,Here Footwear,Fashion,Footwear,East,2,337.63,169.03,0,675.26,338.06,337.2
T03120,29-01-2024,C007,M,Here Footwear,Fashion,Footwear,East,2,337.63,169.03,0,675.26,338.06,337.2
T03044,24-05-2024,C179,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0,1350.52,676.12,674.4
T02832,29-08-2024,C048,M,Here Footwear,Fashion,Footwear,South,1,337.63,169.03,0.05,320.7485,169.03,151.7185
T02774,22-01-2024,C185,F,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0.1,1519.335,845.15,674.185
T02683,26-11-2024,C008,M,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0.05,320.7485,169.03,151.7185
T02678,14-09-2023,C190,M,Here Footwear,Fashion,Footwear,West,3,337.63,169.03,0.15,860.9565,507.09,353.8665
T02675,13-11-2024,C071,M,Here Footwear,Fashion,Footwear,West,1,337.63,169.03,0.05,320.7485,169.03,151.7185
T02525,26-08-2025,C089,F,Here Footwear,Fashion,Footwear,North,5,337.63,169.03,0.05,1603.7425,845.15,758.5925
T02439,18-10-2023,C181,F,Here Footwear,Fashion,Footwear,North,3,337.63,169.03,0.1,911.601,507.09,404.511
T02375,17-07-2025,C199,F,Here Footwear,Fashion,Footwear,North,4,337.63,169.03,0.15,1147.942,676.12,471.822
T02325,08-09-2024,C081,F,Here Footwear,Fashion,Footwear,South,2,337.63,169.03,0.15,573.971,338.06,235.911
T02304,23-08-2025,C157,M,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0,1012.89,507.09,505.8
T02277,23-10-2023,C034,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0.15,1147.942,676.12,471.822
T02269,29-04-2025,C179,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0.15,1147.942,676.12,471.822
T02103,09-11-2024,C094,M,Here Footwear,Fashion,Footwear,South,2,337.63,169.03,0,675.26,338.06,337.2
T02094,17-02-2024,C073,F,Here Footwear,Fashion,Footwear,West,2,337.63,169.03,0,675.26,338.06,337.2
T02011,03-10-2024,C048,M,Here Footwear,Fashion,Footwear,East,5,337.63,169.03,0,1688.15,845.15,843
T01879,02-09-2025,C176,M,Here Footwear,Fashion,Footwear,East,2,337.63,169.03,0.05,641.497,338.06,303.437
T01876,25-11-2024,C156,M,Here Footwear,Fashion,Footwear,South,1,337.63,169.03,0.05,320.7485,169.03,151.7185
T01848,23-03-2024,C178,F,Here Footwear,Fashion,Footwear,South,5,337.63,169.03,0.05,1603.7425,845.15,758.5925
T01846,06-11-2023,C030,M,Here Footwear,Fashion,Footwear,South,1,337.63,169.03,0.15,286.9855,169.03,117.9555
T01757,24-12-2024,C176,M,Here Footwear,Fashion,Footwear,East,5,337.63,169.03,0.15,1434.9275,845.15,589.7775
T01717,19-01-2024,C179,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0.15,1147.942,676.12,471.822
T01697,09-03-2024,C053,F,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0.15,286.9855,169.03,117.9555
T01672,18-07-2024,C057,F,Here Footwear,Fashion,Footwear,East,4,337.63,169.03,0.05,1282.994,676.12,606.874
T01660,10-02-2024,C087,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0.15,860.9565,507.09,353.8665
T01655,08-01-2025,C075,M,Here Footwear,Fashion,Footwear,North,2,337.63,169.03,0.1,607.734,338.06,269.674
T01618,02-03-2025,C001,M,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0.1,303.867,169.03,134.837
T01617,23-08-2025,C174,M,Here Footwear,Fashion,Footwear,South,5,337.63,169.03,0.1,1519.335,845.15,674.185
T01600,30-10-2024,C163,F,Here Footwear,Fashion,Footwear,West,4,337.63,169.03,0.1,1215.468,676.12,539.348
T01580,07-09-2025,C074,F,Here Footwear,Fashion,Footwear,East,2,337.63,169.03,0.1,607.734,338.06,269.674
T01557,14-09-2024,C117,F,Here Footwear,Fashion,Footwear,North,1,337.63,169.03,0.05,320.7485,169.03,151.7185
T01519,27-11-2023,C091,M,Here Footwear,Fashion,Footwear,South,5,337.63,169.03,0.1,1519.335,845.15,674.185
T01472,09-03-2025,C006,M,Here Footwear,Fashion,Footwear,East,2,337.63,169.03,0.15,573.971,338.06,235.911
T01448,31-07-2024,C102,F,Here Footwear,Fashion,Footwear,West,2,337.63,169.03,0,675.26,338.06,337.2
T01435,31-03-2025,C023,F,Here Footwear,Fashion,Footwear,West,2,337.63,169.03,0,675.26,338.06,337.2
T01399,23-06-2025,C074,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0.05,962.2455,507.09,455.1555
T01379,30-01-2024,C166,F,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0,1688.15,845.15,843
T01354,28-10-2023,C102,F,Here Footwear,Fashion,Footwear,North,5,337.63,169.03,0,1688.15,845.15,843
T01303,18-07-2024,C079,F,Here Footwear,Fashion,Footwear,North,5,337.63,169.03,0,1688.15,845.15,843
T01300,31-12-2023,C126,M,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0,1688.15,845.15,843
T01166,27-03-2025,C065,F,Here Footwear,Fashion,Footwear,East,5,337.63,169.03,0.1,1519.335,845.15,674.185
T01070,05-07-2024,C141,F,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0.05,1603.7425,845.15,758.5925
T00966,02-02-2024,C083,F,Here Footwear,Fashion,Footwear,South,5,337.63,169.03,0.15,1434.9275,845.15,589.7775
T00932,25-08-2025,C068,F,Here Footwear,Fashion,Footwear,South,4,337.63,169.03,0.05,1282.994,676.12,606.874
T00862,28-10-2024,C052,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0.05,962.2455,507.09,455.1555
T00853,05-11-2024,C079,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0.15,860.9565,507.09,353.8665
T00665,11-04-2025,C120,F,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0.15,1434.9275,845.15,589.7775
T00608,05-06-2024,C185,F,Here Footwear,Fashion,Footwear,South,1,337.63,169.03,0.15,286.9855,169.03,117.9555
T00605,01-07-2024,C089,F,Here Footwear,Fashion,Footwear,West,2,337.63,169.03,0,675.26,338.06,337.2
T00571,16-12-2023,C004,M,Here Footwear,Fashion,Footwear,South,2,337.63,169.03,0.05,641.497,338.06,303.437
T00475,13-03-2025,C096,M,Here Footwear,Fashion,Footwear,East,5,337.63,169.03,0.15,1434.9275,845.15,589.7775
T00324,20-04-2024,C045,M,Here Footwear,Fashion,Footwear,North,5,337.63,169.03,0.1,1519.335,845.15,674.185
T00316,01-04-2025,C107,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0,1012.89,507.09,505.8
T00164,28-07-2024,C026,M,Here Footwear,Fashion,Footwear,South,5,337.63,169.03,0.05,1603.7425,845.15,758.5925
T00157,29-09-2024,C132,M,Here Footwear,Fashion,Footwear,East,1,337.63,169.03,0.15,286.9855,169.03,117.9555
T00130,29-06-2025,C009,F,Here Footwear,Fashion,Footwear,East,3,337.63,169.03,0.05,962.2455,507.09,455.1555
T00125,14-06-2024,C147,F,Here Footwear,Fashion,Footwear,West,5,337.63,169.03,0.1,1519.335,845.15,674.185
T04999,14-03-2024,C132,M,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0.05,8805.4075,6817.6,1987.8075
T04994,25-07-2024,C059,F,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T04972,07-04-2024,C056,F,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T04960,21-03-2024,C035,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0,3707.54,2727.04,980.5
T04952,26-12-2023,C007,M,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.15,4727.1135,4090.56,636.5535
T04822,27-04-2025,C039,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.05,3522.163,2727.04,795.123
T04820,17-10-2024,C184,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0.15,6302.818,5454.08,848.738
T04801,07-04-2025,C185,F,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0,7415.08,5454.08,1961
T04774,30-09-2023,C173,F,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0.05,8805.4075,6817.6,1987.8075
T04645,20-11-2024,C068,F,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0.1,8341.965,6817.6,1524.365
T04619,10-02-2025,C124,F,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T04565,02-06-2025,C171,M,Four Accessories,Fashion,Accessories,North,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T04458,10-11-2023,C169,M,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T04437,20-06-2024,C065,F,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.15,4727.1135,4090.56,636.5535
T04419,04-11-2024,C077,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T04414,13-02-2025,C160,M,Four Accessories,Fashion,Accessories,North,5,1853.77,1363.52,0.1,8341.965,6817.6,1524.365
T04329,05-05-2024,C105,M,Four Accessories,Fashion,Accessories,West,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T04306,05-07-2025,C101,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0,3707.54,2727.04,980.5
T04265,04-08-2024,C079,F,Four Accessories,Fashion,Accessories,North,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T04206,02-10-2024,C045,M,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.05,5283.2445,4090.56,1192.6845
T04199,18-08-2025,C146,F,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T04171,20-11-2023,C013,M,Four Accessories,Fashion,Accessories,North,3,1853.77,1363.52,0.05,5283.2445,4090.56,1192.6845
T04128,13-04-2024,C150,M,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0,3707.54,2727.04,980.5
T04108,09-03-2024,C036,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0.05,7044.326,5454.08,1590.246
T04048,06-07-2025,C001,M,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.15,4727.1135,4090.56,636.5535
T04004,02-08-2024,C008,M,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T03967,10-10-2024,C108,M,Four Accessories,Fashion,Accessories,West,5,1853.77,1363.52,0.05,8805.4075,6817.6,1987.8075
T03928,23-06-2025,C149,M,Four Accessories,Fashion,Accessories,West,2,1853.77,1363.52,0,3707.54,2727.04,980.5
T03831,07-07-2025,C072,F,Four Accessories,Fashion,Accessories,West,5,1853.77,1363.52,0.15,7878.5225,6817.6,1060.9225
T03817,09-07-2024,C041,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.05,3522.163,2727.04,795.123
T03779,19-11-2023,C070,M,Four Accessories,Fashion,Accessories,North,2,1853.77,1363.52,0.15,3151.409,2727.04,424.369
T03637,09-07-2024,C184,M,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0.1,8341.965,6817.6,1524.365
T03482,14-09-2023,C043,M,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0.05,1761.0815,1363.52,397.5615
T03295,03-12-2024,C119,M,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T03288,19-10-2023,C184,M,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T03244,11-04-2025,C024,F,Four Accessories,Fashion,Accessories,West,2,1853.77,1363.52,0.15,3151.409,2727.04,424.369
T03194,30-06-2025,C174,M,Four Accessories,Fashion,Accessories,West,5,1853.77,1363.52,0,9268.85,6817.6,2451.25
T03163,23-12-2024,C160,M,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T03123,11-03-2024,C109,F,Four Accessories,Fashion,Accessories,South,4,1853.77,1363.52,0.1,6673.572,5454.08,1219.492
T02914,21-03-2024,C168,M,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.05,5283.2445,4090.56,1192.6845
T02886,14-09-2023,C094,M,Four Accessories,Fashion,Accessories,West,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T02869,02-06-2024,C174,M,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T02860,07-07-2025,C119,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0.1,6673.572,5454.08,1219.492
T02689,27-07-2025,C083,F,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0,5561.31,4090.56,1470.75
T02618,29-12-2024,C157,M,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0.05,8805.4075,6817.6,1987.8075
T02574,14-03-2025,C195,F,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0.05,1761.0815,1363.52,397.5615
T02554,18-07-2024,C058,M,Four Accessories,Fashion,Accessories,North,4,1853.77,1363.52,0.15,6302.818,5454.08,848.738
T02544,16-01-2025,C144,F,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0.05,1761.0815,1363.52,397.5615
T02528,17-04-2025,C087,F,Four Accessories,Fashion,Accessories,West,4,1853.77,1363.52,0.15,6302.818,5454.08,848.738
T02449,20-04-2025,C102,F,Four Accessories,Fashion,Accessories,South,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T02432,29-09-2024,C134,F,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0.1,6673.572,5454.08,1219.492
T02283,20-01-2024,C021,M,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.05,3522.163,2727.04,795.123
T02210,06-10-2024,C119,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0,7415.08,5454.08,1961
T02174,03-07-2025,C064,F,Four Accessories,Fashion,Accessories,North,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T02140,28-07-2025,C036,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0,7415.08,5454.08,1961
T02123,08-07-2025,C175,M,Four Accessories,Fashion,Accessories,North,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T02071,13-04-2024,C023,F,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T01936,09-09-2025,C151,M,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.15,3151.409,2727.04,424.369
T01918,13-08-2025,C064,F,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0.1,1668.393,1363.52,304.873
T01882,26-05-2025,C047,F,Four Accessories,Fashion,Accessories,North,3,1853.77,1363.52,0.15,4727.1135,4090.56,636.5535
T01873,20-04-2025,C097,M,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0,7415.08,5454.08,1961
T01855,01-11-2024,C033,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.05,3522.163,2727.04,795.123
T01833,20-02-2025,C090,M,Four Accessories,Fashion,Accessories,North,4,1853.77,1363.52,0,7415.08,5454.08,1961
T01817,13-09-2024,C097,M,Four Accessories,Fashion,Accessories,North,5,1853.77,1363.52,0.15,7878.5225,6817.6,1060.9225
T01793,21-11-2024,C105,M,Four Accessories,Fashion,Accessories,North,5,1853.77,1363.52,0,9268.85,6817.6,2451.25
T01742,24-04-2024,C012,M,Four Accessories,Fashion,Accessories,South,2,1853.77,1363.52,0.15,3151.409,2727.04,424.369
T01652,30-03-2024,C189,M,Four Accessories,Fashion,Accessories,West,4,1853.77,1363.52,0.05,7044.326,5454.08,1590.246
T01590,07-09-2024,C196,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T01487,14-04-2025,C012,M,Four Accessories,Fashion,Accessories,South,4,1853.77,1363.52,0.1,6673.572,5454.08,1219.492
T01368,03-06-2024,C097,M,Four Accessories,Fashion,Accessories,North,4,1853.77,1363.52,0,7415.08,5454.08,1961
T01346,24-01-2024,C029,M,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T01342,07-04-2025,C073,F,Four Accessories,Fashion,Accessories,East,5,1853.77,1363.52,0,9268.85,6817.6,2451.25
T01319,28-05-2024,C082,M,Four Accessories,Fashion,Accessories,North,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T01236,02-07-2024,C054,F,Four Accessories,Fashion,Accessories,North,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T01229,11-10-2023,C157,M,Four Accessories,Fashion,Accessories,South,5,1853.77,1363.52,0.05,8805.4075,6817.6,1987.8075
T01205,02-09-2025,C099,M,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.15,4727.1135,4090.56,636.5535
T01171,05-09-2024,C193,F,Four Accessories,Fashion,Accessories,North,4,1853.77,1363.52,0.05,7044.326,5454.08,1590.246
T01109,08-05-2025,C148,F,Four Accessories,Fashion,Accessories,West,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T01080,05-09-2024,C157,M,Four Accessories,Fashion,Accessories,South,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T00859,06-03-2024,C057,F,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T00815,16-01-2025,C094,M,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0.05,1761.0815,1363.52,397.5615
T00758,29-12-2024,C069,M,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T00750,30-12-2024,C088,F,Four Accessories,Fashion,Accessories,West,4,1853.77,1363.52,0.05,7044.326,5454.08,1590.246
T00743,19-03-2024,C049,M,Four Accessories,Fashion,Accessories,West,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T00732,30-07-2025,C147,F,Four Accessories,Fashion,Accessories,North,1,1853.77,1363.52,0.15,1575.7045,1363.52,212.1845
T00663,21-02-2024,C065,F,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T00559,25-01-2024,C170,F,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.1,3336.786,2727.04,609.746
T00542,28-08-2025,C063,M,Four Accessories,Fashion,Accessories,South,4,1853.77,1363.52,0.1,6673.572,5454.08,1219.492
T00514,15-08-2025,C165,M,Four Accessories,Fashion,Accessories,East,1,1853.77,1363.52,0,1853.77,1363.52,490.25
T00501,04-12-2023,C083,F,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.05,5283.2445,4090.56,1192.6845
T00492,29-04-2025,C083,F,Four Accessories,Fashion,Accessories,West,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T00480,08-12-2024,C125,M,Four Accessories,Fashion,Accessories,East,2,1853.77,1363.52,0.15,3151.409,2727.04,424.369
T00425,09-10-2024,C092,F,Four Accessories,Fashion,Accessories,East,4,1853.77,1363.52,0.15,6302.818,5454.08,848.738
T00417,19-10-2023,C012,M,Four Accessories,Fashion,Accessories,South,3,1853.77,1363.52,0,5561.31,4090.56,1470.75
T00296,21-05-2025,C062,M,Four Accessories,Fashion,Accessories,North,1,1853.77,1363.52,0.1,1668.393,1363.52,304.873
T00253,20-02-2024,C010,M,Four Accessories,Fashion,Accessories,East,3,1853.77,1363.52,0.1,5005.179,4090.56,914.619
T00208,21-03-2025,C116,M,Four Accessories,Fashion,Accessories,South,3,1853.77,1363.52,0,5561.31,4090.56,1470.75
T00205,19-04-2025,C020,F,Four Accessories,Fashion,Accessories,South,5,1853.77,1363.52,0.15,7878.5225,6817.6,1060.9225
T04998,08-08-2025,C184,M,Knowledge Bags,Fashion,Bags,North,5,1396.22,1004.09,0.15,5933.935,5020.45,913.485
T04916,08-09-2024,C035,F,Knowledge Bags,Fashion,Bags,South,5,1396.22,1004.09,0.1,6282.99,5020.45,1262.54
T04803,03-02-2025,C143,M,Knowledge Bags,Fashion,Bags,South,5,1396.22,1004.09,0.05,6632.045,5020.45,1611.595
T04775,22-02-2024,C031,F,Knowledge Bags,Fashion,Bags,East,2,1396.22,1004.09,0.15,2373.574,2008.18,365.394
T04740,19-08-2025,C188,M,Knowledge Bags,Fashion,Bags,West,1,1396.22,1004.09,0,1396.22,1004.09,392.13
T04697,18-07-2024,C150,M,Knowledge Bags,Fashion,Bags,North,2,1396.22,1004.09,0.05,2652.818,2008.18,644.638
T04649,03-09-2024,C145,F,Knowledge Bags,Fashion,Bags,East,5,1396.22,1004.09,0,6981.1,5020.45,1960.65
T04644,03-05-2024,C142,M,Knowledge Bags,Fashion,Bags,West,3,1396.22,1004.09,0.05,3979.227,3012.27,966.957
